entity,label,definition,variables,parent_label,parent_IRI
http://purl.obolibrary.org/obo/EUPATH_0010626,Cumulative sum Balantidium coli-pos 1st monthly stools,"Cumulative sum of first monthly asymptomatic stool samples positive for Balantidium coli by microscopy to date per participant. Work up for detection of enteric pathogens was performed on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::bcoli cum m; bcoli cum m,Balantidium coli aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011762
http://purl.obolibrary.org/obo/EUPATH_0010627,"Aeromonas, by bacteriology result","Results of Aeromonas identification by bacteriology culture for this stool sample. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::bdfaerotype; bdfaerotype,Raw bacteria data for stool,http://purl.obolibrary.org/obo/EUPATH_0011843
http://purl.obolibrary.org/obo/EUPATH_0010628,"Campylobacter, by ELISA result","Results of Campylobacter ELISA for this stool sample. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::bdfcampyelisa; bdfcampyelisa,Raw bacteria data for stool,http://purl.obolibrary.org/obo/EUPATH_0011843
http://purl.obolibrary.org/obo/EUPATH_0010629,"Campylobacter, by bacteriology result","Results of Campylobacter identification by bacteriology culture for this stool sample. Note: do not use Campylobacter culture results for analysis unless performing a specific analysis investigating Campylobacter in culture. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::bdfcampytype; bdfcampytype,Raw bacteria data for stool,http://purl.obolibrary.org/obo/EUPATH_0011843
http://purl.obolibrary.org/obo/EUPATH_0010630,"Escherichia coli, by bacteriology result; Escherichia coli, by bacteriology","Whether Escherichia coli was detected by bacteriology culture for this stool sample. Note that this variable was added after study initiation. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::bdfecolidetect; f16 ecoli; F16CORR ECOLI; bdfecolidetect,Escherichia in stool; Raw bacteria data for stool,http://purl.obolibrary.org/obo/EUPATH_0011976; http://purl.obolibrary.org/obo/EUPATH_0011843
http://purl.obolibrary.org/obo/EUPATH_0010631,Escherichia coli archived for PCR,"Whether Escherichia coli isolated from this stool sample was archived for PCR. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::bdfecolipcr; bdfecolipcr,Escherichia coli tests,http://purl.obolibrary.org/obo/EUPATH_0011770
http://purl.obolibrary.org/obo/EUPATH_0010632,"Salmonella, by bacteriology result","Results of Salmonella identification by bacteriology culture for this stool sample. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::bdfsalmtype; bdfsalmtype,Raw bacteria data for stool,http://purl.obolibrary.org/obo/EUPATH_0011843
http://purl.obolibrary.org/obo/EUPATH_0010633,"Shigella, by bacteriology result","Results of Shigella identification by bacteriology culture for this stool sample. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::bdfshigtype; bdfshigtype,Raw bacteria data for stool,http://purl.obolibrary.org/obo/EUPATH_0011843
http://purl.obolibrary.org/obo/EUPATH_0010634,"Vibrio, by bacteriology result","Results of Vibrio identification by bacteriology culture for this stool sample. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::bdfvibtype; bdfvibtype,Raw bacteria data for stool,http://purl.obolibrary.org/obo/EUPATH_0011843
http://purl.obolibrary.org/obo/EUPATH_0010636,"Cumulative sum Campylobacter-pos stools, by ELISA","Cumulative sum of stool samples positive for Campylobacter by ELISA to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::campy cum; campy cum,Campylobacter aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011763
http://purl.obolibrary.org/obo/EUPATH_0010637,"Cumulative sum Campylobacter-pos 1st diarrheal stools, by ELISA","Cumulative sum of first diarrheal stool samples positive for Campylobacter by ELISA to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age).",micro x::campy cum d; campy cum d,Campylobacter aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011763
